lcbo_name,size-mL,container,price,critic,critic_score,unit_price,lcbo_region,lcbo_country,vintage,viv_name,viv_region,viv_country,score,num_reviews,fwscore1,fwscore2,fwscore3,fwscore4
Château Les Tourelles,750,bottle,16.95,CB,,0.0226,Bordeaux,France,2015,Château Les Tourelles Bordeaux Rouge,Bordeaux,France,3.7,68,74,100,73,100
Alvides Tinto Roble Tempranillo,750,bottle,16.95,JS,92.0,0.0226,Ribera del Duero,Spain,2016,Casado Alvides Tempranillo Roble,Ribera del Duero,Spain,3.6,459,60,61,79,89
Domaine Tano Péchard Les Bruyères Régnié,750,bottle,16.95,JS,93.0,0.0226,Beaujolais,France,2017,Domaine Tano Péchard Les Bruyères Régnié,Beaujolais,France,3.7,65,100,100,100,100
Masso Antico da Uve Leggermente Appassito Primitivo Salento,750,bottle,16.95,LM,99.0,0.0226,Puglia,Italy,2018,Masso Antico Appassito Primitivo,Salento,Italy,4.0,12411,70,72,70,100
Garzón Estate Cabernet Franc/Tannat,750,bottle,16.95,none,0.0,0.0226,,Uruguay,2017,Bodega Garzón Estate Cabernet Franc - Tannat (Varietales),Maldonado,Uruguay,3.8,829,74,91,79,100
Off The Press Shiraz,750,bottle,16.95,none,0.0,0.0226,,Australia,,McWilliam's Off The Press Shiraz,New South Wales,Australia,3.5,385,77,100,77,100
Layers Shiraz/Tempranillo/Mourvèdre/Grenache,750,bottle,16.95,none,0.0,0.0226,South Australia,Australia,2017,Rosemount Rich & Silky Shiraz - Grenache - Tempranillo,South Australia,Australia,3.7,119,39,43,73,77
Paul Jaboulet Aîné Secret de Famille Syrah,750,bottle,16.95,none,0.0,0.0226,Rhône,France,2017,Paul Jaboulet Aîné Secret de Famille Syrah,Northern Rhône,France,3.5,1096,100,100,100,100
Ferraton Père & Fils Samorëns Côtes du Rhône,750,bottle,16.95,JD,90.0,0.0226,Rhône,France,2018,Ferraton Père & Fils Samorëns Côtes-du-Rhône Rouge,Côtes-du-Rhône,France,3.6,2934,89,95,93,100
Château Labesse,750,bottle,16.95,JS,91.0,0.0226,Bordeaux,France,2016,Chateau Francesa Bordeaux,Bordeaux,France,0.0,0,55,67,51,51
El Escocés Volante Manga del Brujo,750,bottle,16.95,RP,90.0,0.0226,Calatayud,Spain,2017,El Escocés Volante Manga del Brujo,Calatayud,Spain,3.8,3905,100,100,100,100
OGV Old Garnacha Vines,750,bottle,16.95,JS,93.0,0.0226,Calatayud,Spain,2016,Bodegas Virgen de la Sierra OGV Old Vines Garnacha,Calatayud,Spain,3.7,5341,44,73,61,100
Novas Gran Reserva Cabernet Sauvignon,750,bottle,16.95,JS,92.0,0.0226,Maipo Valley,Chile,2016,Emiliana Novas Gran Reserva Cabernet Sauvignon,Maipo Valley,Chile,3.7,2807,89,100,89,100
Pedregal Aves del Sur Reserva Carmenère,750,bottle,16.95,JS,92.0,0.0226,Maule Valley,Chile,2017,Aves del Sur Reserva Carmenère,Maule Valley,Chile,3.4,3247,87,100,87,100
Carmen Gran Reserva Syrah,750,bottle,16.95,JS,93.0,0.0226,Colchagua Valley,Chile,2018,Carmen Gran Reserva Syrah,Colchagua Valley,Chile,3.8,1889,100,100,100,100
Evidencia Reserva Touriga Nacional,750,bottle,16.95,WE,90.0,0.0226,Dão,Portugal,2016,Evidência Reserva Touriga Nacional,Dão,Portugal,3.9,1309,97,97,99,99
Three Thieves Red Blend,750,bottle,16.95,none,0.0,0.0226,California,USA,,Three Thieves Red Blend,California,USA,3.8,419,100,100,100,100
Cellier des Dauphins Réserve,750,bottle,16.95,DWWA,97.0,0.0226,Rhône,France,2018,Cellier des Dauphins Côtes du Rhône Reserve,Côtes-du-Rhône,France,3.3,4670,76,79,79,85
Le Champ des Murailles Cuvée Classique,750,bottle,16.95,RP,90.0,0.0226,Languedoc,France,2017,Le Champ des Murailles Cuvée Classique Corbières,Corbières,France,3.7,500,88,100,89,100
Château Terre de Grand,750,bottle,16.95,WE,91.0,0.0226,Bordeaux,France,2016,Château Terre de Grand Bordeaux Supérieur,Bordeaux Supérieur,France,3.7,224,70,100,70,100
Aromo Private Reserve Syrah,750,bottle,16.95,JS,95.0,0.0226,Maule Valley,Chile,2016,missed,missed,missed,0.0,0,24,33,24,24
Rustenberg Stellenbosch Shiraz,750,bottle,16.95,none,0.0,0.0226,Stellenbosch,South Africa,2014,missed,missed,missed,0.0,0,11,33,17,17
Zonte's Footstep Canto di Lago Sangiovese/Lagrein,750,bottle,16.95,AWC,92.0,0.0226,South Australia,Australia,2010,Zonte's Footstep Canto Sangiovese - Lagrein,Fleurieu,Australia,3.8,109,87,79,91,100
Patrick Galant Cairanne,750,bottle,16.95,DWWA,95.0,0.0226,Rhône,France,2017,La Presidente Patrick Galant Cairanne Côtes du Rhône Villages,Cairanne,France,3.3,77,55,100,56,100
Durigutti Mendoza Cabernet Sauvignon,750,bottle,16.95,JS,94.0,0.0226,Mendoza,Argentina,2018,Durigutti Family Winemakers Durigutti Cabernet Sauvignon,Mendoza,Argentina,3.6,1042,67,78,67,88
Château La Gravière Cuvée Les Terrasses,750,bottle,16.95,WE,91.0,0.0226,Bordeaux,France,2016,Château Brulesecaille Château La Gravière Cuvée les Terrasses Côtes de Bourg,Côtes de Bourg,France,4.0,120,66,97,67,100
Paul Mas Single Vineyard Collection Réserve Grenache/Syrah/Carignan,750,bottle,16.95,JS,91.0,0.0226,Languedoc,France,2018,Paul Mas Vignes Valmont Vineyard Syrah Réserve,Languedoc-Roussillon,France,3.5,407,53,65,54,80
Falernia Gran Reserva Syrah,750,bottle,16.95,DWWA,95.0,0.0226,Elquí Valley,Chile,2016,Falernia Gran Reserva Syrah,Elqui Valley,Chile,3.5,390,100,100,100,100
Trius Baco Noir VQA,750,bottle,16.95,none,0.0,0.0226,Ontario,Canada,,missed,missed,missed,0.0,0,16,33,16,16
Les Vins Bonhomme El Petit Bonhomme,750,bottle,16.95,JS,91.0,0.0226,Jumilla,Spain,2018,Les Vins Bonhomme El Petit Bonhomme Tinto,Jumilla,Spain,3.5,716,92,100,92,100
Zensa Nero di Troia,750,bottle,16.95,none,0.0,0.0226,,Italy,,Zensa Nero di Troia,Puglia,Italy,3.9,1794,100,100,100,100
Long Barn Cabernet Sauvignon,750,bottle,16.95,none,0.0,0.0226,,USA,,Long Barn Cabernet Sauvignon,California,USA,3.8,232,100,100,100,100
Lacrau Red,750,bottle,16.9,none,0.0,0.022533333333333332,Douro,Portugal,2018,missed,missed,missed,0.0,0,25,33,25,25
Felsengartenkellerei Besigheim Eg Noir,750,bottle,16.9,none,0.0,0.022533333333333332,,Germany,2019,Felsengartenkellerei Besigheim Noir,Württemberg,Germany,3.4,192,96,91,96,100
Tiraspol Merlot Kosher for Passover,750,bottle,16.9,none,0.0,0.022533333333333332,,Moldova,2016,missed,missed,missed,0.0,0,20,50,20,20
Pères de L'Eglise Caprice Rouge,750,bottle,16.85,none,0.0,0.02246666666666667,,France,2018,Pères de l'Église Caprice Rouge,Vin de France,France,3.5,28,94,94,98,98
Casal Cordeiro Red,750,bottle,16.85,none,0.0,0.02246666666666667,Trás-os-Montes,Portugal,2016,missed,missed,missed,0.0,0,25,33,25,25
Mawson's Hill Block,750,bottle,16.85,IWC,88.0,0.02246666666666667,,Australia,2006,Yalumba Mawson's Hill Block,Wrattonbully,Australia,3.5,99,83,100,83,100
Quinta das Maias Red,750,bottle,16.8,none,0.0,0.0224,Dão,Portugal,2015,Faldas da Serra Quinta das Maias Tinto,Dão,Portugal,3.6,1556,59,85,62,89
Monemvasia Agiorgitiko,750,bottle,16.8,none,0.0,0.0224,,Greece,2008,Monemvasia Αγιωργίτικο - Agiorgitiko,Peloponnesos,Greece,3.5,40,76,55,79,100
Gran Maestoso Primitivo,750,bottle,16.8,none,0.0,0.0224,,Italy,2017,Maestro Italiano Gran Maestro Primitivo di Manduria,Primitivo di Manduria,Italy,4.1,2259,57,91,62,76
Morandé Gran Reserva Carmenère,750,bottle,16.75,TAT,90.0,0.022333333333333334,Maipo Valley,Chile,2017,Morandé Gran Reserva Carmenère,Maipo Valley,Chile,3.8,1989,100,100,100,100
Coli Terramia Chianti Classico DOCG,750,bottle,16.75,none,0.0,0.022333333333333334,,Italy,2015,Coli Terramia Chianti Classico,Chianti Classico,Italy,3.1,124,92,100,92,100
Robert Oatley Signature Series GSM,750,bottle,16.75,none,0.0,0.022333333333333334,South Australia,Australia,2018,missed,missed,missed,0.0,0,10,33,25,25
Domaine de Verquière Plan de Dieu,750,bottle,16.75,WE,89.0,0.022333333333333334,Rhône,France,2015,Domaine de Verquière Plan de Dieu,Côtes-du-Rhône-Villages 'Plan de Dieu',France,3.6,285,100,100,100,100
Viña Diezmo RV Reserva,750,bottle,16.75,none,0.0,0.022333333333333334,Rioja,Spain,2012,Bodegas Casa Primicia Viña Diezmo RV Reserva,Rioja,Spain,3.6,37,67,100,66,100
Lundy Manor Proprietor's Blend Red,750,bottle,16.75,none,0.0,0.022333333333333334,Ontario,Canada,2013,Lundy Manor Proprietor's Red Blend,Niagara Peninsula,Canada,3.7,33,88,88,100,100
Vale dos Barris Syrah,750,bottle,16.75,none,0.0,0.022333333333333334,Setubal,Portugal,2017,Adega Cooperativa de Palmela Vale dos Barris Syrah,Península de Setúbal,Portugal,3.2,428,59,100,59,100
Tabalí Vetas Blancas Syrah,750,bottle,16.75,DES,94.0,0.022333333333333334,Limari Valley,Chile,2016,missed,missed,missed,0.0,0,12,17,19,19
Chateau St. Jean Merlot,750,bottle,16.75,none,0.0,0.022333333333333334,California,USA,2017,missed,missed,missed,0.0,0,7,17,14,14
Gaia Monograph Agiorgitiko,750,bottle,16.75,none,0.0,0.022333333333333334,Peloponnese,Greece,2019,missed,missed,missed,0.0,0,6,17,6,6
Villa Reguela DOC Douro,750,bottle,16.75,none,0.0,0.022333333333333334,Vinho Verde,Portugal,2017,missed,missed,missed,0.0,0,14,17,7,7
Martin Berdugo Joven,750,bottle,16.7,none,0.0,0.022266666666666667,Ribera del Duero,Spain,2017,missed,missed,missed,0.0,0,23,33,15,15
Herdade do Pombal Red DOC Alentejo,750,bottle,16.7,none,0.0,0.022266666666666667,Alentejo,Portugal,2017,missed,missed,missed,0.0,0,15,33,15,15
Vinhas da Comporta Red,750,bottle,16.7,none,0.0,0.022266666666666667,Setubal,Portugal,2016,Herdade da Comporta Vinhas da Comporta Tinto,Península de Setúbal,Portugal,3.3,830,58,86,64,90
Cline Zinfandel,750,bottle,16.65,none,0.0,0.022199999999999998,,USA,,Cline Zinfandel,California,USA,3.6,8471,100,100,100,100
Chelti Saperavi,750,bottle,16.65,none,0.0,0.022199999999999998,,Georgia,2018,Chelti Winery საფერავი (Saperavi),Kakheti,Georgia,3.9,629,62,60,65,100
Almendra Tinto,750,bottle,16.55,none,0.0,0.02206666666666667,Douro,Portugal,2016,Hectares Amor de Portugal Douro Tinto,Douro,Portugal,4.1,478,43,57,47,53
Burning Kiln Harvest Party Red VQA,750,bottle,16.5,none,0.0,0.022,Ontario,Canada,,missed,missed,missed,0.0,0,20,33,20,20
Sella & Mosca Riserva Cannonau di Sardegna,750,bottle,16.45,none,0.0,0.021933333333333332,Sardinia,Italy,,Sella & Mosca Riserva Cannonau di Sardegna,Cannonau di Sardegna,Italy,3.7,18377,100,100,100,100
Enzo Vincenzo Valpolicella Ripasso DOC,750,bottle,16.4,none,0.0,0.021866666666666666,Veneto,Italy,,Enzo Vincenzo Valpolicella Ripasso,Valpolicella Ripasso,Italy,3.8,1223,94,100,94,100
Marques De Cornatel Bierzo DOC,750,bottle,16.4,none,0.0,0.021866666666666666,,Spain,2016,Vinas del Bierzo Marqués de Cornatel Godello,Bierzo,Spain,2.9,15,54,70,77,77
Righetti Recioto della Valpolicella,375,bottle,16.35,none,0.0,0.04360000000000001,Veneto,Italy,2018,Luigi Righetti Recioto della Valpolicella Classico,Recioto della Valpolicella,Italy,3.9,1307,82,100,82,100
Cinco Sentidos Malbec Reserva,750,bottle,16.35,none,0.0,0.021800000000000003,,Argentina,2017,Cinco Sentidos Reserva Malbec,Mendoza,Argentina,3.6,1906,76,76,100,100
Fifth Realm McLaren Vale Shiraz,750,bottle,16.35,none,0.0,0.021800000000000003,South Australia,Australia,2016,Aldos Block McLaren Vale South Australia Shiraz,McLaren Vale,Australia,4.1,14,56,58,54,76
Altoona Hills Cabernet/Shiraz KPM,750,bottle,16.3,none,0.0,0.021733333333333334,,Australia,,Altoona Hills Cabernet - Shiraz,South Eastern Australia,Australia,3.3,63,88,90,94,100
Cinco Sentidos Cabernet Sauvignon Reserva,750,bottle,16.3,none,0.0,0.021733333333333334,,Argentina,2017,Cinco Sentidos Reserva Cabernet Sauvignon,Mendoza,Argentina,3.5,618,80,80,100,100
Smoking Loon Old Vine Zinfandel,750,bottle,16.25,none,0.0,0.021666666666666667,California,USA,,Smoking Loon Old Vine Zinfandel,California,USA,3.7,4292,100,100,100,100
Vina Requingua Puerto Viejo Cabernet Sauvignon Reserve,750,bottle,16.25,none,0.0,0.021666666666666667,,Chile,2017,Viña Requingua San Simon Cabernet Sauvignon Family Reserve,Curico Valley,Chile,4.0,141,79,76,79,80
Puerto Viejo Carmenere Reserve,750,bottle,16.25,none,0.0,0.021666666666666667,,Chile,2017,Puerto Viejo Reserve Carmenère,Curico Valley,Chile,3.5,2961,70,70,98,98
Waverley Hills Cabernet Sauvignon/Shiraz,750,bottle,16.25,none,0.0,0.021666666666666667,,South Africa,2017,Waverley Hills Cabernet Sauvignon - Shiraz,Tulbagh,South Africa,3.6,197,95,92,100,100
"Roscato Dark Blend, Vd'Italia",750,bottle,16.25,none,0.0,0.021666666666666667,Trentino,Italy,,Roscato Dark Red Blend,Trentino,Italy,3.7,407,71,82,76,90
Les Croix Rouges Juliénas,750,bottle,16.25,none,0.0,0.021666666666666667,Beaujolais,France,2017,Signé Vignerons Les Croix Rouges Juliénas,Juliénas,France,3.3,57,76,100,76,100
Askitikos Red,750,bottle,16.25,none,0.0,0.021666666666666667,,Greece,2016,Tsililis Askitikos Red,Meteora,Greece,3.7,251,74,100,74,100
Domaine Tournon Mathilda Chapoutier Shiraz,750,bottle,16.25,none,0.0,0.021666666666666667,Victoria,Australia,2017,Tournon Mathilda Shiraz,Victoria,Australia,3.6,4259,71,83,71,100
Shanahans Strength in Gentleness Grenache,750,bottle,16.25,none,0.0,0.021666666666666667,South Australia,Australia,2017,Shanahans Strength is Gentleness Grenache,Barossa Valley,Australia,3.7,35,98,98,98,98
Barbera d'Alba Luzzato KPM,750,bottle,16.2,none,0.0,0.021599999999999998,Piedmont,Italy,,missed,missed,missed,0.0,0,12,33,12,12
Doudet Naudin Vin de France Pinot Noir,750,bottle,16.2,none,0.0,0.021599999999999998,Burgundy,France,2017,Doudet Naudin Pinot Noir,Vin de France,France,3.6,1474,77,75,77,100
Farmhouse California Red,750,bottle,16.2,none,0.0,0.021599999999999998,California,USA,,Green Fin Winery California Red,California,USA,3.5,2588,62,67,65,74
Badel Plavac Hvar South Dalmatia Islad Hvar,750,bottle,16.2,none,0.0,0.021599999999999998,,Croatia,,PZ Svirče Plavac Hvar,Dalmatian Coast,Croatia,3.2,1625,41,52,41,69
Badel Cuvee Benkovac Benkovac-Stankovci,750,bottle,16.2,none,0.0,0.021599999999999998,,Croatia,,Vinarija Benkovac - Korlat Vina Cuvée Benkovac,Dalmatian Coast,Croatia,3.4,678,47,51,66,56
Conviviale Primitivo Igt Salento,750,bottle,16.2,none,0.0,0.021599999999999998,Puglia,Italy,2018,missed,missed,missed,0.0,0,16,33,21,21
Romandiola Cagnina Di Romagna DOC,750,bottle,16.15,none,0.0,0.02153333333333333,Emilia-Romagna,Italy,2016,missed,missed,missed,0.0,0,10,33,10,10
Three Dog Winery Dog House Red VQA,750,bottle,16.15,none,0.0,0.02153333333333333,Ontario,Canada,,Three Dog Dog House Red,Ontario,Canada,3.6,147,81,70,81,100
"United Stars Mukuzani Dry, Kakheti, Georgia",750,bottle,16.15,none,0.0,0.02153333333333333,Kakheti,Georgia,,missed,missed,missed,0.0,0,12,50,26,26
Luigi Righetti Valpolicella Classic,750,bottle,16.15,none,0.0,0.02153333333333333,Veneto,Italy,2018,Luigi Righetti Valpolicella Classico,Valpolicella,Italy,3.4,4875,99,100,99,99
Calmel & Joseph Villa Blanche Syrah IGP Pays d'Oc,750,bottle,16.15,none,0.0,0.02153333333333333,Languedoc,France,2019,Calmel & Joseph Villa Blanche Chardonnay,Pays d'Oc,France,3.8,4382,74,80,68,83
Gapsted Dolcetto Syrah,750,bottle,16.1,none,0.0,0.02146666666666667,Victoria,Australia,,Gapsted Dolcetto - Syrah,Victoria,Australia,3.4,38,96,91,100,100
Spirit of the Monastrell,750,bottle,16.1,none,0.0,0.02146666666666667,Jumilla,Spain,2017,Arloren Spirit of the Monastrell,Jumilla,Spain,3.7,51,86,100,86,100
Pastoral Liqueur Red Wine,750,bottle,16.1,none,0.0,0.02146666666666667,,Moldova,,United Republic of Wine Independent Red,California,USA,3.6,310,31,40,47,50
Calmel & Joseph Villa Blanche Marselan,750,bottle,16.05,none,0.0,0.021400000000000002,Languedoc,France,2018,Calmel & Joseph Villa Blanche Chardonnay,Pays d'Oc,France,3.8,4382,85,87,73,86
Vigneti Zabu Syrah Terre Siciliane,750,bottle,16.05,none,0.0,0.021400000000000002,Sicily,Italy,2018,Zabu Syrah,Terre Siciliane,Italy,3.5,1319,45,100,45,100
Casillero del Diablo Reserva Devil's Collection Red,750,bottle,16.0,none,0.0,0.021333333333333333,Rapel Valley,Chile,,Casillero del Diablo Devil's Collection Red (Reserva),Central Valley,Chile,3.7,37064,83,84,100,100
Mogen David Concord KP,1500,bottle,16.0,none,0.0,0.010666666666666666,New York,USA,,Mogen David Concord,New York,USA,3.5,1665,93,100,93,100
Pitticum Petite Bierzo,750,bottle,16.0,none,0.0,0.021333333333333333,,Spain,2016,Dominio de Tares Cepas Viejas Mencía Bierzo,Bierzo,Spain,3.9,8795,40,45,44,44
Casalinho Juta,750,bottle,16.0,none,0.0,0.021333333333333333,Douro,Portugal,2017,Socalco Douro Portugal,Douro,Portugal,3.7,17,39,36,28,28
The Black Shiraz,750,bottle,16.0,none,0.0,0.021333333333333333,,Australia,,Berton Vineyard The Black Shiraz (Metal),South Eastern Australia,Australia,3.6,4894,57,100,59,100
Baltasar Gracian Red,750,bottle,16.0,none,0.0,0.021333333333333333,,Spain,2018,Baltasar Gracián Crianza,Aragón,Spain,3.8,458,73,80,70,70
Quinta Da Espinhosa Red,750,bottle,16.0,none,0.0,0.021333333333333333,Dão,Portugal,2014,missed,missed,missed,0.0,0,34,50,28,28
Folonari Pinot Noir IGT,750,bottle,15.95,none,0.0,0.021266666666666666,Veneto,Italy,,missed,missed,missed,0.0,0,7,17,7,7
Château des Charmes Gamay Noir VQA,750,bottle,15.95,none,0.0,0.021266666666666666,Ontario,Canada,,Château des Charmes Gamay Noir,Niagara-on-the-Lake,Canada,3.4,559,94,100,94,100
Kaiken Malbec,750,bottle,15.95,none,0.0,0.021266666666666666,Mendoza,Argentina,,Malbec Mendoza Argentina,Mendoza,Argentina,3.3,616,32,46,54,63
Wayne Gretzky Merlot VQA,750,bottle,15.95,none,0.0,0.021266666666666666,Ontario,Canada,,Wayne Gretzky Estates No.,British Columbia,Canada,3.3,1062,65,67,62,71
Creekside Syrah VQA,750,bottle,15.95,none,0.0,0.021266666666666666,Ontario,Canada,,Creekside Syrah,Niagara Peninsula,Canada,3.5,365,88,100,88,100
Peninsula Ridge Shiraz VQA,750,bottle,15.95,none,0.0,0.021266666666666666,Ontario,Canada,,Peninsula Ridge Estates Winery Shiraz,Niagara Peninsula,Canada,3.4,222,70,69,73,92
B & G Cuvee Speciale Rouge,1500,bottle,15.95,none,0.0,0.010633333333333333,,France,,Barton & Guestier B&G Réserve Cabernet Sauvignon,Pays d'Oc,France,3.5,11441,41,46,41,41
Sandbanks Baco Noir VQA,750,bottle,15.95,none,0.0,0.021266666666666666,Ontario,Canada,,Baco Noir VQA Ontario Red,,,0.0,0,54,57,67,72
Rocca delle Macìe Riserva Chianti,750,bottle,15.95,none,0.0,0.021266666666666666,Tuscany,Italy,,Rocca delle Macìe Riserva Chianti Classico,Chianti Classico,Italy,3.9,55,88,100,88,100
Tbilvino Alazani Valley Red,750,bottle,15.95,none,0.0,0.021266666666666666,Kakheti,Georgia,2019,Tbilvino Georgian Valleys Alazani Valley Red Semi Sweet (ალაზნის ველი წითელი ნახევრად ტკბილი),Kakheti,Georgia,3.7,371,45,74,46,100
Konzelmann Shiraz VQA,750,bottle,15.95,none,0.0,0.021266666666666666,Ontario,Canada,,Konzelmann Shiraz,Ontario,Canada,0.0,0,89,100,89,100
Porcupine Ridge Cabernet Sauvignon,750,bottle,15.95,none,0.0,0.021266666666666666,Coastal Region,South Africa,2018,Boekenhoutskloof Porcupine Ridge Cabernet Sauvignon - Merlot,Coastal Region,South Africa,3.1,38,72,100,74,100
Sandbanks Shoreline Red VQA,750,bottle,15.95,none,0.0,0.021266666666666666,Ontario,Canada,,Baco Noir VQA Ontario Red,,,0.0,0,35,36,46,58
Sandbanks Cabernet Franc VQA,750,bottle,15.95,none,0.0,0.021266666666666666,Ontario,Canada,,Sandbanks Cabernet Franc,Ontario,Canada,3.6,396,92,100,92,100
Inniskillin Merlot VQA,750,bottle,15.95,none,0.0,0.021266666666666666,Ontario,Canada,,Naked Grape (Canada) Merlot Unoaked,Ontario,Canada,3.0,254,35,41,36,44
Casas del Bosque Reserva Carmenère,750,bottle,15.95,TAT,89.0,0.021266666666666666,Rapel Valley,Chile,2018,Casas del Bosque Carmenère Reserva,Rapel Valley,Chile,3.8,5966,76,76,100,100
Château Le Grand Retour Plan de Dieu Côtes du Rhône-Villages,750,bottle,15.95,JD,90.0,0.021266666666666666,Rhône,France,2017,Domaine Le Grand Retour Plan de Dieu Côtes du Rhône Villages,Côtes-du-Rhône-Villages,France,3.8,814,88,88,87,93
Kressmann Selection Merlot,1500,bottle,15.95,none,0.0,0.010633333333333333,,France,,Kressmann Sélection Merlot,Bordeaux,France,3.2,567,96,96,98,98
th Street Red Palette,750,bottle,15.95,AWR,4.0,0.021266666666666666,Ontario,Canada,2017,th Street Red Palette,Niagara Peninsula,Canada,3.2,81,100,100,100,100
The Bean Coffee Pinotage,750,bottle,15.95,none,0.0,0.021266666666666666,Stellenbosch,South Africa,2018,Mooiplaas Wine Estate The Bean Coffee Pinotage,Stellenbosch,South Africa,3.8,3278,69,100,69,100
Cupcake Red Velvet,750,bottle,15.95,none,0.0,0.021266666666666666,California,USA,,Cupcake Red Velvet,California,USA,3.5,14888,100,100,100,100
Inniskillin Pinot Noir VQA,750,bottle,15.95,none,0.0,0.021266666666666666,Ontario,Canada,,Naked Grape (Canada) Zinfandel - Pinot Noir Unoaked,Ontario,Canada,0.0,0,39,58,44,56
Peninsula Ridge Cabernet Merlot VQA,750,bottle,15.95,none,0.0,0.021266666666666666,Ontario,Canada,,Peninsula Ridge Estates Winery Cabernet - Merlot,Niagara Peninsula,Canada,3.5,260,75,64,79,94
La Posta Estela Armando Bonarda,750,bottle,15.95,JS,91.0,0.021266666666666666,Mendoza,Argentina,2018,La Posta Armando Bonarda (Estela Armando),Mendoza,Argentina,3.8,3724,67,77,89,100
Michele Chiarlo Le Orme,750,bottle,15.95,WE,90.0,0.021266666666666666,Piedmont,Italy,2017,Michele Chiarlo Barbera d'Asti Le Orme,Barbera d'Asti,Italy,3.7,15109,75,78,75,100
La Mascota Cabernet Sauvignon,750,bottle,15.95,none,0.0,0.021266666666666666,,Argentina,,Mascota Vineyards La Mascota Cabernet Sauvignon,Mendoza,Argentina,3.8,17603,76,100,76,100
Alamos Cabernet Sauvignon,750,bottle,15.95,none,0.0,0.021266666666666666,,Argentina,,Alamos Cabernet Sauvignon,Mendoza,Argentina,3.5,20107,100,100,100,100
Alamos Malbec,750,bottle,15.95,none,0.0,0.021266666666666666,Mendoza,Argentina,,Malbec Mendoza Argentina,Mendoza,Argentina,3.3,616,32,46,49,63
Banfi Centine Rosso Toscana IGT,750,bottle,15.95,none,0.0,0.021266666666666666,Tuscany,Italy,,Banfi Centine Rosso,Toscana,Italy,3.7,18192,76,100,76,100
Tommasi Graticcio Appassionato,750,bottle,15.95,none,0.0,0.021266666666666666,,Italy,2018,Tommasi Graticcio Appassionato,Veneto,Italy,3.8,27144,100,100,100,100
Megalomaniac Pompous Red VQA,750,bottle,15.95,none,0.0,0.021266666666666666,Ontario,Canada,,Baco Noir VQA Ontario Red,,,0.0,0,34,36,57,57
Château Fontaine de Genin,750,bottle,15.95,JS,90.0,0.021266666666666666,Bordeaux,France,2015,Château La Fontaine de Genin Bordeaux Merlot - Cabernets,Bordeaux,France,3.5,707,62,88,62,100
Rio Madre Graciano,750,bottle,15.95,JD,90.0,0.021266666666666666,Rioja,Spain,2016,Ilurce Rio Madre Graciano,Rioja,Spain,3.6,4291,84,100,84,100
Château Recougne,750,bottle,15.95,none,0.0,0.021266666666666666,Bordeaux,France,2017,Château Recougne Bordeaux Supérieur,Bordeaux Supérieur,France,3.6,9813,63,100,62,100
Trapiche Pure Malbec,750,bottle,15.95,none,0.0,0.021266666666666666,,Argentina,,Trapiche Pure Malbec,Uco Valley,Argentina,3.6,9951,100,100,100,100
Leonardo Chianti Fiasco,750,bottle,15.95,none,0.0,0.021266666666666666,Tuscany,Italy,,Cantine Leonardo da Vinci Leonardo Chianti Fiasco,Chianti,Italy,3.4,24,64,100,64,100
Carnivor Cabernet Sauvignon,750,bottle,15.95,none,0.0,0.021266666666666666,California,USA,,Carnivor Cabernet Sauvignon,California,USA,3.7,66063,100,100,100,100
Doña Paula Estate Malbec,750,bottle,15.95,none,0.0,0.021266666666666666,Mendoza,Argentina,,Doña Paula Estate Malbec,Tupungato,Argentina,3.7,27442,100,100,100,100
Fuzion Shiraz Malbec,1500,bottle,15.95,none,0.0,0.010633333333333333,,Argentina,,Fuzion Shiraz - Malbec,Mendoza,Argentina,3.2,3200,95,90,100,100
Burnt Ship Bay Estate Cabernet Merlot VQA,750,bottle,15.95,none,0.0,0.021266666666666666,Ontario,Canada,,Burnt Ship Bay Cabernet - Merlot,Niagara Peninsula,Canada,3.6,266,82,78,85,100
Fielding Fireside Red VQA,750,bottle,15.95,none,0.0,0.021266666666666666,Ontario,Canada,,Fielding Fireside Red,Niagara Peninsula,Canada,3.6,113,91,100,91,100
Peller Family Vineyards Cabernet Sauvignon,1500,bottle,15.95,none,0.0,0.010633333333333333,,Canada,,Becker Vineyards Canada Family Vineyard Reserve Cabernet Sauvignon,Texas High Plains,USA,4.0,372,72,83,72,91
Creekside Cabernet Merlot VQA,750,bottle,15.95,none,0.0,0.021266666666666666,Ontario,Canada,,Creekside Cabernet - Merlot,Niagara Peninsula,Canada,3.2,235,89,93,93,100
Novas Gran Reserva Carménère Cab Sauvignon Organic,750,bottle,15.95,none,0.0,0.021266666666666666,Colchagua Valley,Chile,,Emiliana Novas Gran Reserva Carmenère - Cabernet Sauvignon,Colchagua Valley,Chile,3.7,9539,76,83,78,83
Lagar de Robla Premium Mencia,750,bottle,15.95,WS,91.0,0.021266666666666666,Castilla y León,Spain,2012,Alvarez de Toledo Lagar de Robla Colección Cuatro Hermanos,Castilla y León,Spain,0.0,0,48,66,40,65
David Kinor Merlot KPM,750,bottle,15.95,none,0.0,0.021266666666666666,Midi,France,,David Kinor Vin De Pays Merlot,Languedoc-Roussillon,France,0.0,0,69,68,69,90
Koncho Semi-Sweet Red,750,bottle,15.95,none,0.0,0.021266666666666666,Kakheti,Georgia,2016,Georgian Royal Collection Kindzmarauli Kakheti Semi Sweet Red,Kakheti,Georgia,0.0,0,44,71,44,80
